Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
PosHorizColeta: 1 = Margem direita, 2 = Centro, 3 = Margem esquerda, 4 = Composta, 5 = Extra, 6 = Indefinida, 7 = Superfície, 8 = Integrada, 9 = 40%, 10 = 50%
PosVertColeta: 1 = Indefinida, 2 = Superficial, 3 = Integrada, 4 = Fundo, 5 = 20%, 6 = 40%, 7 = 50%, 8 = 60%, 9 = 70%, 10 = 80%
Choveu: 0 = Não, 1 = Sim
Status: 0 = Branco, 1 = Real, 2 = Menor que (<), 3 = Valor aceito (VA), 4 = Não detectado (ND)

Restrições da consulta:
Código da Estação:65925770


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;PosHorizColeta;PosVertColeta;Choveu;Profundidade;TempAr;TempAmostra;pH;Cor;Turbidez;CondutividadeEletrica;DurezaTotal;Dureza;DQO;DBO;OD;SolTotais;SolFixos;SolVolateis;SolSuspensaoTotais;SolSuspensaoFixos;SolSuspensaoVolateis;SolDissolvidosTotais;SolDissolvidosFixos;SolDissolvidosVolateis;SolSedimentaveis;Detergentes;AlcalinidadeCO3;AlcalinidadeHCO3;AlcalinidadeOH;Cloretos;Sulfatos;Sulfetos;Fluoretos;FosfatoTotal;Cianetos;NitrogenioTotal;AmoniaNaoIonizavel;NitrogenioAmoniacal;Nitratos;Nitritos;CompostosOrganoclorados;CompostosOrganofosforados;Aluminio;Arsenio;Cadmio;Chumbo;Cobre;CromoTrivalente;CromoHexavalente;Manganes;Mercurio;Niquel;Zinco;IndiceFenois;ColiformesTotais;ColiformesFecais;CloroResidual;Bario;Berilio;Boro;Cobalto;Estanho;Litio;Prata;Selenio;UranioTotal;Vanadio;Benzeno;BenzoAPireno;n11Dicloroeteno;n12Dicloroetano;Pentaclorofenol;Tetracloroeteno;Tricloroeteno;TetracloretoCarbono;n246Triclorofenol;Aldrin;Clordano;DDT;Dieldrin;Endrin;Endossulfan;EpoxidoHeptacloro;Heptacloro;Lindano;Metoxicloro;DodecacloroNonacloro;BifenilasPolicloradas;Toxafeno;Demeton;Gution;Malation;Paration;Carbaril;Acido24Diclorofenoxiacetico;n245TP;n245T;BHC;Ethion;DySystonDisulfton;Phosdrin;DDEPP;AzinfosEtil;Diazinon;EstreptococosFecais;Salmonelas;Colifagos;BacteriasHeterotroficas;Protozoarios;Fungos;Algas;ContagemBacteriasPlaca;Clorofila;OleosGraxas;AlcalinidadeTotal;CarbonoOrganicoTotal;Hidrocarbonetos;OrtofosfatoTotal;CromoTotal;MetilParation;NitrogenioOrganico;SodioTotal;MagnesioTotal;SilicaDissolvida;PotassioTotal;CalcioTotal;FerroTotal;DescargaLiquida;FosforoTotal;BismutoTotal;Acidez;NitrogenioTotalKJELDAHL;NitrogenioAlbuminoide;Transparencia;EnteroBacteriasPatogenicas;ZooplanctonTotal;Amoniaco;IQA;ColiformesTermotolerantes;Escherichia;Aluminiodissolvido;Borodissolvido;Cianetolivre;Cobredissolvido;CondutividadeEspecifica;Densidadecianobacterias;Durezamagnesio;FerroDissolvido;FitoplanctonQuantitativo;ODsaturacao;ParametroProfundidade;QualAguaStatus do 1 ao 147
65925770;1;05/10/2004;13:00;;;;;;"25,0";"17,0";"6,93";;"14,0";"52,8";"22,5";;"11,0";"2,0";"8,8";"32,0";;;;;;"28,4";;;;;;;;"2,85";"3,1";;;"0,01";;;;"0,029";;;;;;;;;"0,05";;;"0,01";;;"0,05";;"1800,0";"730,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"'1;1;1;0;1;1;1;0;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;"
65925770;1;05/10/2004;10:00;38203;;;;;"17,0";;"6,9";;"14,0";;;;;"2,0";"8,8";"32,0";;;;;;;;;;;;;;;;;;"0,0";;"1,05";;"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;"730,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,0";;;;;;;;"0,01";;;"0,3";;;;;;72;;;;;;;;;;;;;;"';1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;1;;0;0;0;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;"
65925770;1;25/08/2004;13:00;;;;0;;"27,0";"14,0";"7,3";;"1,91";"46,1";"25,0";;"10,0";"2,0";"9,9";"28,0";;;;;;"28,0";;;;;;;;"2,85";"0,22";;;"0,14";;;;"0,02";;;;;;;;;"0,05";;;"0,02";;;"0,05";;"108,0";"45,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"'1;1;1;0;1;1;1;0;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;"
65925770;1;25/08/2004;10:00;38202;;;;;"14,0";;"7,3";;"1,9";;;;;"2,0";"9,9";"28,0";;;;;;;;;;;;;;;;;;"0,0";;"0,68";;"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;"45,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,0";;;;;;;;"0,14";;;"0,21";;;;;;80;;;;;;;;;;;;;;"';1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;1;;0;0;0;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;"
65925770;1;27/07/2004;13:00;;;;0;;"19,0";"14,0";"7,38";;"5,6";"44,0";"19,0";;"2,8";;"8,3";"13,0";;;;;;"13,0";;;;;;;;"2,89";"2,46";;;;;;;;;;;;;;;;;;;"0,05";;;"0,05";;"340,0";"20,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"'1;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;"
65925770;1;27/07/2004;10:00;38201;;;;;"14,0";;"7,4";;"5,6";;;;;"3,0";"8,3";"13,0";;;;;;;;;;;;;;;;;;"0,0";;"1,19";;"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;"20,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,0";;;;;;;;"0,114";;;"0,0";;;;;;79;;;;;;;;;;;;;;"';1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;1;;0;0;0;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;0;;;;;;;;;;;;;;;"
65925770;1;30/06/2004;14:00;;;;0;;"25,0";"16,5";"7,74";;"3,9";"42,5";"17,22";;"11,0";"5,7";"8,4";"40,0";;;;;;"23,6";;;;;;;;"2,79";"3,25";;;"0,024";;;;"0,02";;;;;;;;;"0,05";;;"0,01";;;"0,05";;"2400,0";"460,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"'1;1;1;0;1;1;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;"
65925770;1;30/06/2004;10:00;38200;;;;;"17,0";;"7,7";;"3,9";;;;;"5,7";"8,4";"40,0";;;;;;;;;;;;;;;;;;"0,0";;"1,11";;"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;"460,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,0";;;;;;;;"0,024";;;"0,22";;;;;;71;;;;;;;;;;;;;;"';1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;1;;0;0;0;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;"
65925770;1;01/06/2004;15:30;;;;0;;;;"7,08";;;;"18,66";;"8,73";"5,1";"8,2";"74,0";;;;;;"74,0";;;;;;;;"5,8";"0,88";;;;;;;"0,049";;;;;;;;;;;;;;;;;"697,0";"697,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"'0;0;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;"
65925770;1;01/06/2004;10:00;38199;;;;;"15,0";;"7,1";;"6,5";;;;;"5,1";"8,2";"74,0";;;;;;;;;;;;;;;;;;"0,0";;"0,08";;"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;"697,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,0";;;;;;;;"0,05";;;"0,0";;;;;;69;;;;;;;;;;;;;;"';1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;1;;0;0;0;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;0;;;;;;;;;;;;;;;"
65925770;1;26/05/2004;12:20;;;;0;;"10,8";"14,0";"7,29";;;"44,6";"20,0";;;;"8,5";"120,0";;;;;;"120,0";;;;;;;;"2,89";"1,94";;;;;;;"0,023";;;;;;;;;;;;;;;"0,01";;"68,0";"19,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"'1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;"
65925770;1;26/05/2004;10:00;38198;;;;;"14,0";;"7,3";;"54,0";;;;;"0,0";"8,5";"120,0";;;;;;;;;;;;;;;;;;"0,0";;"1,02";;"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;"19,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,0";;;;;;;;"0,096";;;"0,0";;;;;;78;;;;;;;;;;;;;;"';1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;1;;0;0;0;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;0;;;;;;;;;;;;;;;"
65925770;1;28/04/2004;10:10;;;;0;;;"14,0";"7,02";;"8,72";"29,0";"22,3";;;;"9,1";"96,0";;;;;;;;;;;;;;"11,66";"0,05";;;;;;;"0,06";;;;;;;;;;;;;;;"0,05";;"698,0";"266,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"'0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;"
65925770;1;28/04/2004;10:00;38197;;;;;"14,0";;"7,0";;"8,7";;;;;"0,0";"9,1";"96,0";;;;;;;;;;;;;;;;;;"0,0";;"0,39";;"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;"266,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,0";;;;;;;;"0,15";;;"0,0";;;;;;75;;;;;;;;;;;;;;"';1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;1;;0;0;0;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;0;;;;;;;;;;;;;;;"
65925770;1;23/03/2004;10:00;;;;0;;"20,6";"15,0";"7,26";;"8,7";"76,6";"24,5";;"1,0";"2,0";"7,8";"99,0";;;;;;"40,4";;;;;;;;;"1,44";;;;;;;"0,021";;;;;;;;;;;;;;;;;"2010,0";"1760,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"'1;1;1;0;1;1;1;0;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;"
65925770;1;26/02/2004;10:00;38195;;;;;"29,0";;"7,3";;"12,0";;;;;"7,8";"8,5";"32,0";;;;;;;;;;;;;;;;;;"0,0";;"0,16";;"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;"50,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,0";;;;;;;;"0,06";;;"0,0";;;;;;75;;;;;;;;;;;;;;"';1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;1;;0;0;0;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;0;;;;;;;;;;;;;;;"
65925770;1;26/02/2004;13:40;;;;0;;"25,0";"29,0";"7,25";;;"34,6";"20,58";;"9,21";"7,8";"8,5";"32,0";;;;;;"32,0";;;;;;;;;"1,81";;;;;;;;;;;;;;;;;;;;;;;;"63,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"'1;1;1;0;0;1;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;"
65925770;1;11/02/2004;10:00;38194;;;;;"16,0";;"7,3";;"18,0";;;;;"3,4";"7,8";"47,0";;;;;;;;;;;;;;;;;;"0,0";;"1,94";;"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;"199,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,0";;;;;;;;"0,06";;;"0,0";;;;;;72;;;;;;;;;;;;;;"';1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;1;;0;0;0;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;0;;;;;;;;;;;;;;;"
65925770;1;11/02/2004;10:40;;;;0;;"23,0";"18,6";"7,29";;"2,73";"50,6";"8,82";;"4,65";"3,4";"7,8";"47,0";;;;;;"47,04";;;;;;;;;"1,33";;;;;;;;;;;;;;;;;;;"0,01";;;;;"1360,0";"199,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"'1;1;1;0;1;1;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;"
65925770;1;05/01/2004;10:00;38193;;;;;"17,0";;"7,2";;"20,0";;;;;"2,64";"5,3";"104,0";;;;;;;;;;;;;;;;;;"0,0";;"2,52";;"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;"2180,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,0";;;;;;;;"0,076";;;"0,0";;;;;;58;;;;;;;;;;;;;;"';1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;1;;0;0;0;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;0;;;;;;;;;;;;;;;"
65925770;1;05/01/2004;15:30;;;;0;;"24,0";"23,0";"7,2";;"2,73";"43,3";"21,39";;"4,52";"2,64";"5,3";"104,0";;;;;;"22,0";;;;;;;;"2,9";;;;;;;;"0,29";;;;;;;;;;;;;;;;;"2180,0";"2180,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"'1;1;1;0;1;1;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;"
65925770;1;09/12/2003;10:00;38192;;;;;"18,0";;"6,8";;"15,0";;;;;"29,2";"8,3";"45,0";;;;;;;;;;;;;;;;;;"0,0";;"2,56";;"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;"950,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,0";;;;;;;;"0,09";;;"0,0";;;;;;52;;;;;;;;;;;;;;"';1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;1;;0;0;0;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;0;;;;;;;;;;;;;;;"
65925770;1;09/12/2003;11:40;;;;0;;"25,5";"18,4";"6,8";;;"42,0";;;"37,12";"29,2";"8,3";"45,0";;;;;;"0,45";;;;;;;;"4,9";;;;;;;;"0,34";;;;;;;;;;;;;;;;;"1600,0";"950,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"'1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;"
65925770;1;04/11/2003;10:00;38191;;;;;"20,0";;"7,5";;"9,7";;;;;"5,64";"8,0";"22,0";;;;;;;;;;;;;;;;;;"0,0";;"3,22";;"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;"1420,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,0";;;;;;;;"0,06";;;"0,0";;;;;;65;;;;;;;;;;;;;;"';1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;1;;0;0;0;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;0;;;;;;;;;;;;;;;"
65925770;1;04/11/2003;15:00;;;;0;;"24,0";"19,6";"7,49";;"9,7";"45,6";;;"9,0";"5,64";"8,0";"22,0";;;;;;"0,02";;;;;;;;"12,79";"1,4";;;;;;;;;;;;;;;;;;;;;;;;"1420,0";"142,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"'1;1;1;0;1;1;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;"
