Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não , 1 = Sim
TipoMedicaoCotas: 1 = Escala, 2 = Linígrafo, 3 = Data Logger, 5 = Escala SMS
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:65925770


EstacaoCodigo;NivelConsistencia;Data;hora;MediaDiaria;TipoMedicaoCotas;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Cota01;Cota02;Cota03;Cota04;Cota05;Cota06;Cota07;Cota08;Cota09;Cota10;Cota11;Cota12;Cota13;Cota14;Cota15;Cota16;Cota17;Cota18;Cota19;Cota20;Cota21;Cota22;Cota23;Cota24;Cota25;Cota26;Cota27;Cota28;Cota29;Cota30;Cota31;Cota01Status;Cota02Status;Cota03Status;Cota04Status;Cota05Status;Cota06Status;Cota07Status;Cota08Status;Cota09Status;Cota10Status;Cota11Status;Cota12Status;Cota13Status;Cota14Status;Cota15Status;Cota16Status;Cota17Status;Cota18Status;Cota19Status;Cota20Status;Cota21Status;Cota22Status;Cota23Status;Cota24Status;Cota25Status;Cota26Status;Cota27Status;Cota28Status;Cota29Status;Cota30Status;Cota31Status
65925770;1;01/06/2007;;1;1;55;39;44;1;30;1;1;1;;;55;53;52;50;50;48;48;46;46;46;46;46;45;45;44;44;43;43;42;42;41;41;41;41;40;40;40;40;40;39;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/05/2007;07:00;0;1;107;50;64;22;6;1;1;1;;;58;56;55;53;51;50;50;79;63;60;56;53;51;53;51;50;86;82;68;64;85;107;82;81;74;69;66;64;60;57;54;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/05/2007;17:00;0;1;94;50;62;22;5;1;1;1;;;57;55;54;52;50;50;66;70;61;57;55;52;52;52;50;53;79;74;65;66;76;94;78;78;70;68;65;62;58;55;54;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/05/2007;;1;1;107;50;63;22;6;1;1;1;;;58;56;55;53;51;50;58;75;62;59;56;53;52;53;51;52;83;78;67;65;81;101;80;80;72;69;66;63;59;56;54;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/04/2007;07:00;0;1;138;37;49;26;1;1;1;1;;;37;37;37;37;37;38;44;41;42;40;40;42;44;42;53;52;49;47;44;44;43;42;42;44;51;138;81;70;65;61;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/04/2007;17:00;0;1;103;37;50;26;1;1;1;1;;;37;37;37;37;38;38;42;40;41;40;39;48;43;42;59;50;48;46;44;44;43;42;42;46;96;103;75;67;63;59;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/04/2007;;1;1;138;37;50;26;1;1;1;1;;;37;37;37;37;38;38;43;41;42;40;40;45;44;42;56;51;49;47;44;44;43;42;42;45;74;121;78;69;64;60;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/03/2007;07:00;0;1;54;38;41;3;1;1;1;1;;;38;38;54;53;48;45;44;43;42;42;42;41;41;41;40;40;41;44;41;41;40;40;40;39;39;39;38;38;38;38;38;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/03/2007;17:00;0;1;52;37;41;3;31;1;1;1;;;38;38;52;50;47;44;44;43;42;42;42;41;41;40;40;41;46;43;41;41;40;40;40;39;39;39;38;38;38;38;37;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/03/2007;;1;1;54;37;41;3;31;1;1;1;;;38;38;53;52;48;45;44;43;42;42;42;41;41;41;40;41;44;44;41;41;40;40;40;39;39;39;38;38;38;38;38;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/02/2007;07:00;0;1;48;36;39;22;13;1;1;1;;;38;37;37;37;37;37;37;37;37;37;37;37;36;36;36;36;36;44;38;43;37;48;43;42;42;41;40;38;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
65925770;1;01/02/2007;17:00;0;1;44;36;39;22;12;1;1;1;;;38;37;37;37;37;37;37;37;37;37;37;36;36;36;36;36;38;41;38;42;43;44;43;42;42;40;40;38;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
65925770;1;01/02/2007;;1;1;48;36;39;22;13;1;1;1;;;38;37;37;37;37;37;37;37;37;37;37;37;36;36;36;36;37;43;38;43;40;46;43;42;42;41;40;38;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
65925770;1;01/01/2007;07:00;0;1;63;36;40;20;2;1;1;1;;;37;36;39;37;41;40;40;39;38;38;37;37;37;37;37;37;37;36;36;63;52;45;42;40;39;39;44;41;40;39;38;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/01/2007;17:00;0;1;60;36;40;20;2;1;1;1;;;37;36;38;44;40;40;40;38;37;37;37;37;37;37;37;37;37;36;36;60;49;44;41;40;39;46;42;40;39;39;38;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/01/2007;;1;1;63;36;40;20;2;1;1;1;;;37;36;39;41;41;40;40;39;38;38;37;37;37;37;37;37;37;36;36;62;51;45;42;40;39;43;43;41;40;39;38;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/12/2006;07:00;0;1;51;34;37;24;8;1;1;1;;;35;35;35;35;35;35;37;34;34;34;34;34;34;34;41;37;35;34;34;34;37;35;35;51;45;42;41;39;38;37;37;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/12/2006;17:00;0;1;47;34;36;24;8;1;1;1;;;35;35;35;35;35;36;35;34;34;34;34;34;34;34;38;36;34;34;34;35;36;34;35;47;43;41;40;39;38;37;37;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/12/2006;;1;1;51;34;36;24;8;1;1;1;;;35;35;35;35;35;36;36;34;34;34;34;34;34;34;40;37;35;34;34;35;37;35;35;49;44;42;41;39;38;37;37;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/11/2006;07:00;0;1;41;35;37;7;23;1;1;1;;;36;39;37;38;37;38;41;40;38;38;37;37;37;37;36;36;36;36;36;38;36;36;35;35;35;35;36;36;36;35;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/11/2006;17:00;0;1;46;35;37;6;23;1;1;1;;;40;37;37;38;37;46;40;39;38;38;37;37;37;36;36;36;36;36;39;37;36;36;35;35;35;35;36;36;35;35;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/11/2006;;1;1;46;35;37;6;23;1;1;1;;;38;38;37;38;37;42;41;40;38;38;37;37;37;37;36;36;36;36;38;38;36;36;35;35;35;35;36;36;36;35;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/10/2006;07:00;0;1;46;34;38;2;28;1;1;1;;;38;46;42;42;42;42;41;41;40;40;40;39;39;38;36;38;38;37;37;37;37;36;36;36;35;35;35;34;34;40;35;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/10/2006;17:00;0;1;48;34;38;1;28;1;1;1;;;48;42;42;42;42;41;41;40;40;40;39;39;38;38;36;38;38;37;37;37;37;36;36;36;35;35;35;34;34;38;35;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/10/2006;;1;1;48;34;38;1;28;1;1;1;;;43;44;42;42;42;42;41;41;40;40;40;39;39;38;36;38;38;37;37;37;37;36;36;36;35;35;35;34;34;39;35;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/09/2006;07:00;0;1;50;35;40;20;1;1;1;1;;;35;49;44;43;40;40;40;39;44;39;39;39;38;38;38;38;38;38;38;50;44;43;42;41;40;40;40;40;38;38;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/09/2006;17:00;0;1;47;35;40;2;1;1;1;1;;;35;47;44;42;40;40;40;39;42;39;39;39;38;38;38;38;38;38;38;44;44;42;44;40;40;40;40;40;38;38;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/09/2006;;1;1;50;35;40;20;1;1;1;1;;;35;48;44;43;40;40;40;39;43;39;39;39;38;38;38;38;38;38;38;47;44;43;43;41;40;40;40;40;38;38;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/08/2006;07:00;0;1;66;31;37;16;8;1;1;1;;;32;32;32;32;32;32;32;31;31;31;31;32;32;32;32;66;55;48;44;42;40;39;38;38;38;38;38;36;35;35;35;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/08/2006;17:00;0;1;66;31;36;16;8;1;1;1;;;32;32;32;32;32;32;32;31;31;31;31;32;32;32;32;66;50;46;43;41;40;38;38;38;38;38;38;36;35;35;35;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/08/2006;;1;1;66;31;37;16;8;1;1;1;;;32;32;32;32;32;32;32;31;31;31;31;32;32;32;32;66;53;47;44;42;40;39;38;38;38;38;38;36;35;35;35;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/07/2006;07:00;0;1;35;31;33;10;23;1;1;1;;;33;33;33;33;33;33;33;33;33;35;34;33;33;33;33;33;32;32;32;32;32;32;31;31;31;31;31;32;34;32;32;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/07/2006;17:00;0;1;45;31;33;9;22;1;1;1;;;33;33;33;33;33;33;33;33;45;35;34;33;33;33;33;33;32;32;32;32;32;31;31;31;31;31;31;32;32;32;32;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/07/2006;;1;1;45;31;33;9;23;1;1;1;;;33;33;33;33;33;33;33;33;39;35;34;33;33;33;33;33;32;32;32;32;32;32;31;31;31;31;31;32;33;32;32;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/06/2006;07:00;0;1;37;32;33;27;2;1;1;1;;;33;32;32;32;33;33;33;33;33;33;33;33;33;33;32;32;32;32;32;32;33;33;32;32;32;32;37;34;33;33;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/06/2006;17:00;0;1;44;32;33;26;2;1;1;1;;;33;32;32;33;33;33;33;33;33;33;33;33;33;33;32;32;32;32;32;32;33;33;32;32;32;44;34;33;33;32;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/06/2006;;1;1;44;32;33;26;2;1;1;1;;;33;32;32;33;33;33;33;33;33;33;33;33;33;33;32;32;32;32;32;32;33;33;32;32;32;38;36;34;33;33;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/05/2006;07:00;0;1;35;33;34;1;19;1;1;1;;;35;34;34;35;34;34;34;34;35;35;34;34;34;34;34;34;34;34;33;34;34;34;34;33;33;33;33;33;33;33;33;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/05/2006;17:00;0;1;35;33;34;1;19;1;1;1;;;35;34;34;35;34;34;34;34;35;35;34;34;34;34;34;34;34;34;33;34;34;34;34;33;33;33;33;33;33;33;33;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/05/2006;;1;1;35;33;34;1;19;1;1;1;;;35;34;34;35;34;34;34;34;35;35;34;34;34;34;34;34;34;34;33;34;34;34;34;33;33;33;33;33;33;33;33;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/04/2006;07:00;0;1;39;33;35;16;6;1;1;1;;;35;34;34;34;34;33;33;33;33;38;37;37;36;36;36;39;38;37;36;36;36;36;36;35;35;35;35;35;35;35;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/04/2006;17:00;0;1;48;33;36;9;6;1;1;1;;;34;34;34;34;34;33;33;33;48;38;37;36;36;36;37;39;38;36;36;36;36;36;36;35;35;35;35;35;35;35;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/04/2006;;1;1;48;33;36;9;6;1;1;1;;;35;34;34;34;34;33;33;33;41;38;37;37;36;36;37;39;38;37;36;36;36;36;36;35;35;35;35;35;35;35;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/03/2006;07:00;0;1;36;33;34;24;1;1;1;1;;;33;33;33;33;33;33;33;33;33;35;34;34;34;33;33;33;33;33;33;33;33;33;35;36;35;34;34;35;36;36;35;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/03/2006;17:00;0;1;36;33;34;9;1;1;1;1;;;33;33;33;33;33;33;33;33;36;35;34;34;34;33;33;33;33;33;33;33;33;33;34;36;35;34;35;35;36;35;35;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/03/2006;;1;1;36;33;34;24;1;1;1;1;;;33;33;33;33;33;33;33;33;35;35;34;34;34;33;33;33;33;33;33;33;33;33;35;36;35;34;35;35;36;36;35;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/02/2006;07:00;0;1;37;33;35;1;23;1;1;1;;;37;36;36;36;37;37;35;35;35;35;35;35;36;35;34;34;35;35;34;34;34;34;33;33;33;33;33;33;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
65925770;1;01/02/2006;17:00;0;1;37;33;34;5;22;1;1;1;;;36;36;36;36;37;36;35;35;34;35;35;35;35;34;34;34;35;34;34;34;34;33;33;33;33;33;33;33;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
65925770;1;01/02/2006;;1;1;37;33;35;1;23;1;1;1;;;37;36;36;36;37;37;35;35;35;35;35;35;36;35;34;34;35;35;34;34;34;34;33;33;33;33;33;33;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
65925770;1;01/01/2006;07:00;0;1;44;32;36;25;18;1;1;1;;;37;36;35;35;35;35;35;35;35;34;34;34;34;34;35;34;33;32;33;33;33;38;43;41;44;44;41;41;40;40;37;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/01/2006;17:00;0;1;46;32;36;25;18;1;1;1;;;36;35;35;35;35;35;35;35;35;34;34;34;34;33;35;33;33;32;33;33;35;37;43;41;46;42;41;41;40;39;37;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/01/2006;;1;1;46;32;36;25;18;1;1;1;;;37;36;35;35;35;35;35;35;35;34;34;34;34;34;35;34;33;32;33;33;34;38;43;41;45;43;41;41;40;40;37;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/12/2005;07:00;0;1;40;33;36;1;31;1;1;1;;;40;40;40;38;38;39;39;38;38;36;36;36;36;35;35;35;34;34;34;39;36;35;35;35;35;34;34;34;34;34;33;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/12/2005;17:00;0;1;40;33;36;1;19;1;1;1;;;40;40;40;38;39;39;38;38;36;36;36;36;36;35;35;35;34;34;33;39;36;35;35;35;35;34;34;34;34;33;33;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/12/2005;;1;1;40;33;36;1;31;1;1;1;;;40;40;40;38;39;39;39;38;37;36;36;36;36;35;35;35;34;34;34;39;36;35;35;35;35;34;34;34;34;34;33;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/11/2005;07:00;0;1;54;38;43;1;29;1;1;1;;;54;50;49;48;47;47;48;46;45;44;42;43;43;42;42;42;42;42;42;41;40;39;39;39;40;40;39;39;38;48;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/11/2005;17:00;0;1;52;38;43;1;28;1;1;1;;;52;49;48;48;47;47;47;45;45;44;42;43;42;42;42;42;42;42;42;40;39;39;39;44;40;39;39;38;38;40;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/11/2005;;1;1;54;38;43;1;29;1;1;1;;;53;50;49;48;47;47;48;46;45;44;42;43;43;42;42;42;42;42;42;41;40;39;39;42;40;40;39;39;38;44;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/10/2005;07:00;0;1;170;48;66;5;4;1;1;1;;;52;50;50;48;170;90;72;90;80;68;62;59;57;56;54;54;92;76;66;62;60;56;54;52;54;50;50;70;80;62;56;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/10/2005;17:00;0;1;140;50;68;5;2;1;1;1;;;52;50;50;90;140;80;140;88;72;68;60;58;57;56;54;74;88;71;62;58;58;55;54;52;52;50;50;94;65;58;55;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/10/2005;;1;1;170;48;67;5;4;1;1;1;;;52;50;50;69;155;85;106;89;76;68;61;59;57;56;54;64;90;74;64;60;59;56;54;52;53;50;50;82;73;60;56;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/09/2005;07:00;0;1;100;44;57;4;29;1;1;1;;;72;60;52;100;74;66;66;55;53;51;60;54;52;60;74;65;60;56;54;52;50;50;50;48;48;48;46;46;44;44;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/09/2005;17:00;0;1;110;44;57;4;29;1;1;1;;;66;54;50;110;68;63;58;53;52;50;54;54;52;70;74;62;58;56;52;52;50;50;50;51;58;46;46;46;44;52;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/09/2005;;1;1;110;44;57;4;29;1;1;1;;;69;57;51;105;71;65;62;54;53;51;57;54;52;65;74;64;59;56;53;52;50;50;50;50;53;47;46;46;44;48;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/08/2005;07:00;0;1;77;37;40;31;18;1;1;1;;;42;42;40;40;40;38;38;38;38;38;38;39;38;38;38;38;38;37;37;37;37;37;37;47;40;38;38;38;38;37;77;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/08/2005;17:00;0;1;98;37;40;31;17;1;1;1;;;42;42;40;40;38;38;38;38;38;38;39;39;38;38;38;38;37;37;37;37;37;37;37;45;40;38;38;38;37;40;98;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/08/2005;;1;1;98;37;40;31;18;1;1;1;;;42;42;40;40;39;38;38;38;38;38;39;39;38;38;38;38;38;37;37;37;37;37;37;46;40;38;38;38;38;39;88;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/07/2005;07:00;0;1;58;40;45;22;14;1;1;1;;;47;46;45;44;44;44;44;42;42;42;41;41;41;40;40;40;50;46;44;43;42;58;54;53;50;48;45;42;42;42;42;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/07/2005;17:00;0;1;54;40;44;23;14;1;1;1;;;47;46;45;45;44;44;42;42;42;42;41;41;41;40;40;40;50;45;44;43;42;52;54;53;48;46;45;42;42;42;42;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/07/2005;;1;1;58;40;44;22;14;1;1;1;;;47;46;45;45;44;44;43;42;42;42;41;41;41;40;40;40;50;46;44;43;42;55;54;53;49;47;45;42;42;42;42;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/06/2005;07:00;0;1;135;42;58;18;9;1;1;1;;;46;44;46;45;44;44;43;43;42;42;42;42;51;70;70;100;80;135;84;72;66;62;58;54;54;52;50;49;48;48;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/06/2005;17:00;0;1;100;42;57;16;9;1;1;1;;;46;44;46;44;44;44;43;43;42;42;42;56;50;70;76;100;100;100;80;70;64;60;56;54;52;52;50;48;48;48;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/06/2005;;1;1;135;42;57;18;9;1;1;1;;;46;44;46;45;44;44;43;43;42;42;42;49;51;70;73;100;90;118;82;71;65;61;57;54;53;52;50;49;48;48;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/05/2005;17:00;0;1;86;35;48;21;15;1;1;1;;;39;39;38;37;36;36;36;36;36;36;36;37;36;36;35;74;55;49;44;76;86;68;60;66;60;58;52;52;50;50;48;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/05/2005;07:00;0;1;100;35;47;21;15;1;1;1;;;40;39;38;38;36;36;36;36;36;36;36;37;37;36;35;50;59;51;47;45;100;70;64;60;60;60;52;52;50;50;48;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/05/2005;;1;1;100;35;48;21;15;1;1;1;;;40;39;38;38;36;36;36;36;36;36;36;37;37;36;35;62;57;50;46;61;93;69;62;63;60;59;52;52;50;50;48;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/04/2005;07:00;0;1;43;32;37;20;1;1;1;1;;;32;32;37;40;37;36;36;36;42;37;36;36;34;34;34;34;34;34;33;43;40;40;40;37;38;38;39;40;40;40;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/04/2005;17:00;0;1;45;32;37;2;1;1;1;1;;;32;45;37;37;36;36;36;43;38;36;36;35;34;34;34;34;34;33;40;42;40;40;38;37;38;39;39;40;40;40;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/04/2005;;1;1;45;32;37;2;1;1;1;1;;;32;39;37;39;37;36;36;40;40;37;36;36;34;34;34;34;34;34;37;43;40;40;39;37;38;39;39;40;40;40;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65925770;1;01/03/2005;07:00;0;1;36;32;33;14;25;1;1;1;;;35;34;34;34;34;34;34;33;33;33;33;33;33;36;35;34;33;33;33;33;33;33;33;33;32;32;32;32;32;32;32;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/03/2005;17:00;0;1;40;32;33;13;24;1;1;1;;;35;34;34;34;34;34;33;33;33;33;33;33;40;35;34;33;33;33;33;33;33;33;33;32;32;32;32;32;32;32;32;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65925770;1;01/03/2005;;1;1;40;32;33;13;25;1;1;1;;;35;34;34;34;34;34;34;33;33;33;33;33;37;36;35;34;33;33;33;33;33;33;33;33;32;32;32;32;32;32;32;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
